rera_no,project_name,promoter,location,pincode,district,state,lat,lng,last_modified,details_url
P51700015994,PARTH SKYONE,Parth  Parikh,Kalyan,421201,Thane,MAHARASHTRA,,,2025-03-11,https://maharerait.maharashtra.gov.in/public/project/view/18697
P51700016532,GAIKWAD HEIGHTS,SHARAD NAMDEO GAIKWAD,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-05-21,https://maharerait.maharashtra.gov.in/public/project/view/18701
P51700015923,SHANKHESHWAR LAKE VIEW,SHREE SHANKHESHWAR ENTERPRISES,Kalyan,421201,Thane,MAHARASHTRA,,,2018-04-09,https://maharerait.maharashtra.gov.in/public/project/view/18702
P51700016119,SAI LAVKIK HEIGHTS,SAILAVKIK REALTY PRIVATE LIMITED,Thane,400602,Thane,MAHARASHTRA,,,2018-04-17,https://maharerait.maharashtra.gov.in/public/project/view/18708
P51700016054,KALYAN NAGARI,HONEST DEVELOPERS,Bhiwandi,421302,Thane,MAHARASHTRA,,,2024-01-19,https://maharerait.maharashtra.gov.in/public/project/view/18711
P51700016012,"MAHAVIR PARADISE , PHASE - 1",MAHAVIR ENTERPRISES,Ambarnath,421501,Thane,MAHARASHTRA,,,2018-04-11,https://maharerait.maharashtra.gov.in/public/project/view/18713
P51700016754,Tanisha heights,M/S. BALAJI DEVELOPERS,Kalyan,421202,Thane,MAHARASHTRA,,,2018-06-12,https://maharerait.maharashtra.gov.in/public/project/view/18721
P51700016225,PARIJAT CO OPERATIVE HOUSING SOCIETY LIMITED PHASE II,ROHRA CONSTRUCTIONS,Ambarnath,421501,Thane,MAHARASHTRA,,,2018-04-24,https://maharerait.maharashtra.gov.in/public/project/view/18722
P51700016873,SHREE ASHTAVINAYAK VASTU PRAKALPA,BALKRISHNA KASHINATH BHOIR,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-06-20,https://maharerait.maharashtra.gov.in/public/project/view/18723
P51700016164,AVISAA,NIVASTI DEVELOPERS LLP,Thane,400705,Thane,MAHARASHTRA,,,2025-12-16,https://maharerait.maharashtra.gov.in/public/project/view/18731
P51700016423,LA ARIHANT ESTATE PHASE 1,LA ARIHANT ESTATE,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-05-10,https://maharerait.maharashtra.gov.in/public/project/view/18737
P51700016300,SHREEJI AVENUE,SHREEJI BUILDCON,Kalyan,421301,Thane,MAHARASHTRA,,,2018-05-02,https://maharerait.maharashtra.gov.in/public/project/view/18741
P51700016111,EASHAN DATTAPRASAD CO OP HSG SOCIETY LTD,Sripad Vallabh Ventures,Thane,400602,Thane,MAHARASHTRA,,,2023-07-31,https://maharerait.maharashtra.gov.in/public/project/view/18742
P51700016240,VISTA VALLEY,M/s IQRA REALTY,Thane,400612,Thane,MAHARASHTRA,,,2018-04-25,https://maharerait.maharashtra.gov.in/public/project/view/18744
P51700016033,ASHAR EDGE GALLERIA- PHASE I,Ms ASHAR VENTURES,Thane,400610,Thane,MAHARASHTRA,,,2018-04-12,https://maharerait.maharashtra.gov.in/public/project/view/18746
P51700016015,ASHAR EDGE WING A PHASE II,Ms ASHAR VENTURES,Thane,400610,Thane,MAHARASHTRA,,,2018-04-11,https://maharerait.maharashtra.gov.in/public/project/view/18750
P51700016016,ASHAR EDGE WING B PHASE III,Ms ASHAR VENTURES,Thane,400610,Thane,MAHARASHTRA,,,2018-04-11,https://maharerait.maharashtra.gov.in/public/project/view/18751
P51700016060,JD Park,JD Housing LLP,Shahapur,421601,Thane,MAHARASHTRA,,,2018-04-16,https://maharerait.maharashtra.gov.in/public/project/view/18752
P51700016190,BAMA KATHOD HEIGHTS,VASTU SAI BUILDERS & DEVELOPERS,Kalyan,421201,Thane,MAHARASHTRA,,,2018-04-23,https://maharerait.maharashtra.gov.in/public/project/view/18754
P51700016499,DEEP PARADISE,M/S D S REALTORS,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-06-27,https://maharerait.maharashtra.gov.in/public/project/view/18755
P51700016349,"VASTU SIDDHI , PHASE II",SIDDHIVINAYAK GROUP,Ambarnath,421501,Thane,MAHARASHTRA,,,2019-12-03,https://maharerait.maharashtra.gov.in/public/project/view/18760
P51700016101,SHRUSHTI PRARAMBH,SHRUSHTI DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-04-17,https://maharerait.maharashtra.gov.in/public/project/view/18761
P51700016067,Moonstone,S K ENTERPRISE,Thane,410101,Thane,MAHARASHTRA,,,2025-01-15,https://maharerait.maharashtra.gov.in/public/project/view/18764
P51700016030,SILVER RESIDENCY,SILVER LINE BUILDING AND CONSTRUCTION LLP,Thane,400612,Thane,MAHARASHTRA,,,2025-08-25,https://maharerait.maharashtra.gov.in/public/project/view/18766
P51700016124,DAVAKHAR ELEGANCE,DAVAKHAR INFRASTRUCTURE PRIVATE LIMITED,Kalyan,421306,Thane,MAHARASHTRA,,,2026-02-20,https://maharerait.maharashtra.gov.in/public/project/view/18770
P51700016241,GLOBE PARADISE,GLOBE REALTORS,Kalyan,421203,Thane,MAHARASHTRA,,,2018-04-25,https://maharerait.maharashtra.gov.in/public/project/view/18773
P51700016707,SHUBHAM GALAXY - B WING,NAVKAR ASSOCIATES,Kalyan,421201,Thane,MAHARASHTRA,,,2024-02-26,https://maharerait.maharashtra.gov.in/public/project/view/18775
P51700016094,RADHA VASANT VIHAR WING - R1,SHIV SAGAR DEVELOPERS & BUILDERS,Ulhasnagar,421501,Thane,MAHARASHTRA,,,2018-04-17,https://maharerait.maharashtra.gov.in/public/project/view/18778
P51700016121,PARADISE PARK - Phase 1,M/S VAKRATUND ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2022-03-30,https://maharerait.maharashtra.gov.in/public/project/view/18781
P51700016090,HUDA PARK,HUDA CONSTRUCTION,Thane,400612,Thane,MAHARASHTRA,,,2025-03-27,https://maharerait.maharashtra.gov.in/public/project/view/18782
P51700016187,GANRAJ HEIGHTS,VIKAS DEVELOPERS,Kalyan,421202,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/18785
P51700017417,Tulsi Sharnam,Tulsi Infratech,Ambarnath,421501,Thane,MAHARASHTRA,,,2022-08-12,https://maharerait.maharashtra.gov.in/public/project/view/18789
P51700016103,SAI ENCLAVE WING B,MEHTA REALTY,Thane,401104,Thane,MAHARASHTRA,,,2024-05-21,https://maharerait.maharashtra.gov.in/public/project/view/18794
P51700019235,Bhoomi Acres M wing,V R Constructors Private Limited,Thane,400615,Thane,MAHARASHTRA,,,2019-01-14,https://maharerait.maharashtra.gov.in/public/project/view/18797
P51700020184,Bhoomi Acres L wing,V R Constructors Private Limited,Thane,400615,Thane,MAHARASHTRA,,,2019-03-29,https://maharerait.maharashtra.gov.in/public/project/view/18804
P51700016173,KRISHNA DARSHAN,SHRI KRISHNA REALTORS,Ambarnath,421503,Thane,MAHARASHTRA,,,2022-04-08,https://maharerait.maharashtra.gov.in/public/project/view/18807
P51700016157,RAMCHANDRA RESIDENCY,JAGJEET BUILDER,Thane,400612,Thane,MAHARASHTRA,,,2024-03-18,https://maharerait.maharashtra.gov.in/public/project/view/18812
P51700016308,"Sector 5 - Wing D, E and F",Agile Real Estate Pvt. Ltd.,Thane,400607,Thane,MAHARASHTRA,,,2026-08-12,https://maharerait.maharashtra.gov.in/public/project/view/18813
P51700016386,SUNDARAM,M/S. PURAB ASSOCIATES,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-05-10,https://maharerait.maharashtra.gov.in/public/project/view/18820
P51700017990,Kohinoor Luxuria,Shankar  Hotchandani,Kalyan,421301,Thane,MAHARASHTRA,,,2018-10-03,https://maharerait.maharashtra.gov.in/public/project/view/18822
P51700016245,"Upper Thane - Woodlands G,H,I",MACROTECH DEVELOPERS LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2018-10-29,https://maharerait.maharashtra.gov.in/public/project/view/18823
P51700016243,"Upper Thane - Sereno A, B, B1",MACROTECH DEVELOPERS LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2018-10-29,https://maharerait.maharashtra.gov.in/public/project/view/18824
P51700016437,Upper Thane - Tiara C,MACROTECH DEVELOPERS LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2018-10-29,https://maharerait.maharashtra.gov.in/public/project/view/18825
P51700016290,JP North Euphoria,JP Infra Realty Private Limited,Thane,401107,Thane,MAHARASHTRA,,,2019-11-25,https://maharerait.maharashtra.gov.in/public/project/view/18829
P51700016371,SHREE GALAXY HEIGHTS,V3 Reality,Ambarnath,421501,Thane,MAHARASHTRA,,,2023-02-08,https://maharerait.maharashtra.gov.in/public/project/view/18830
P51700016334,Aditya Vikas,PREMNARAYAN  SHUKLA,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-12-07,https://maharerait.maharashtra.gov.in/public/project/view/18831
P51700016451,PARADISE,SHREE YASH DEVELOPERS,Thane,400602,Thane,MAHARASHTRA,,,2018-05-11,https://maharerait.maharashtra.gov.in/public/project/view/18834
P51700016282,LEELA APARTMENT,SHUBHAM BUILDERS AND DEVELOPERS,Thane,401105,Thane,MAHARASHTRA,,,2018-05-02,https://maharerait.maharashtra.gov.in/public/project/view/18853
P51700016556,Ramrajya - Neptune Ekansh B,Neptune Developers Limited,Kalyan,421102,Thane,MAHARASHTRA,,,2018-05-23,https://maharerait.maharashtra.gov.in/public/project/view/18856
P51700016351,Ramrajya - Neptune Ekansh C,Neptune Developers Limited,Kalyan,421102,Thane,MAHARASHTRA,,,2018-05-03,https://maharerait.maharashtra.gov.in/public/project/view/18857
P51700016350,Ramrajya - Neptune Ekansh D,Neptune Developers Limited,Kalyan,421102,Thane,MAHARASHTRA,,,2018-05-17,https://maharerait.maharashtra.gov.in/public/project/view/18858
P51700016352,Ramrajya - Neptune Ekansh F,Neptune Developers Limited,Kalyan,421102,Thane,MAHARASHTRA,,,2018-05-03,https://maharerait.maharashtra.gov.in/public/project/view/18859
P51700016455,Dream Makers,Manoj Ramesh Chaudhari,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-05-11,https://maharerait.maharashtra.gov.in/public/project/view/18861
P51700016324,Shiv Samarth,Shiv Corporation,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-05-03,https://maharerait.maharashtra.gov.in/public/project/view/18863
P51700016320,PSK SKYLAR,Gururaj Developers,Thane,400615,Thane,MAHARASHTRA,,,2026-06-13,https://maharerait.maharashtra.gov.in/public/project/view/18865
P51700016592,Surashree,YASH DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-05-23,https://maharerait.maharashtra.gov.in/public/project/view/18866
P51700016666,Upper Thane - Ecopolis A,MACROTECH DEVELOPERS LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2018-10-29,https://maharerait.maharashtra.gov.in/public/project/view/18867
P51700016332,SITA HEIGHTS,NAMDEV SAKHARAM PATIL,Kalyan,421201,Thane,MAHARASHTRA,,,2024-06-21,https://maharerait.maharashtra.gov.in/public/project/view/18869
P51700016400,jewel heights,Jewel Builders and Infraprojects Ltd,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-05-10,https://maharerait.maharashtra.gov.in/public/project/view/18871
P51700016428,YASHODARSHAN RESIDENCY,VIVAAN ENTERPRISES,Kalyan,421306,Thane,MAHARASHTRA,,,2018-05-10,https://maharerait.maharashtra.gov.in/public/project/view/18872
P51700016375,Lodha Splendora - River View,MACROTECH DEVELOPERS LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2023-04-27,https://maharerait.maharashtra.gov.in/public/project/view/18873
P51700016363,WAMAN HEIGHTS A WING,R V ENTERPRISE,Kalyan,421202,Thane,MAHARASHTRA,,,2018-05-08,https://maharerait.maharashtra.gov.in/public/project/view/18877
P51700016378,Mahaavir Anmol,Mahaavir Impex,Thane,400701,Thane,MAHARASHTRA,,,2018-05-10,https://maharerait.maharashtra.gov.in/public/project/view/18878
P51700016394,SAMRIN HERITAGE,SAMRIN INFRA PRIVATE LIMITED,Thane,400602,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/18881
P51700016588,SAI KANHUJIPOLICE SANKUL,HARSHAD BALU GAWADE,Kalyan,421301,Thane,MAHARASHTRA,,,2026-08-13,https://maharerait.maharashtra.gov.in/public/project/view/18887
P51700016534,Mohan Nano Estates III,MOHAN LIFESPACES LLP,Ambarnath,421501,Thane,MAHARASHTRA,,,2021-09-09,https://maharerait.maharashtra.gov.in/public/project/view/18888
P51700016538,GOVINDAGRAJ GRUHA,THE SQUARE FEET DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-05-23,https://maharerait.maharashtra.gov.in/public/project/view/18890
P51700016410,SAI VYANKATESH,ANJANA SAHEBRAO CHAVAN,Kalyan,421301,Thane,MAHARASHTRA,,,2021-09-09,https://maharerait.maharashtra.gov.in/public/project/view/18891
P51700016412,NISARG GREENS - Commercial Phase-I,NND Ambernath LLP,Ambarnath,421501,Thane,MAHARASHTRA,,,2018-05-10,https://maharerait.maharashtra.gov.in/public/project/view/18892
P51700016457,KIRANS SHREE SMARAN,KIRAN VASANT THANDRE,Thane,400615,Thane,MAHARASHTRA,,,2018-05-11,https://maharerait.maharashtra.gov.in/public/project/view/18903
P51700016516,Ramrajya - Neptune Ekansh E,Neptune Developers Limited,Kalyan,421102,Thane,MAHARASHTRA,,,2018-05-21,https://maharerait.maharashtra.gov.in/public/project/view/18905
P51700016450,RADHA KRISHNA,RAMPRASAD SOHANLAL AGRAWAL,Thane,401101,Thane,MAHARASHTRA,,,2019-10-18,https://maharerait.maharashtra.gov.in/public/project/view/18910
P51700017330,AADINATH RESIDENCY,Shree Mahavir Enterpises,Bhiwandi,421305,Thane,MAHARASHTRA,,,2023-01-03,https://maharerait.maharashtra.gov.in/public/project/view/18918
P51700016625,SHREE RAJ,rajententerprises,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-05-25,https://maharerait.maharashtra.gov.in/public/project/view/18924
P51700017119,GAMI VIVAAN,AMBALAL BHANJI GAMI,Thane,400709,Thane,MAHARASHTRA,,,2018-07-13,https://maharerait.maharashtra.gov.in/public/project/view/18927
P51700016623,ISHWAR ICON,ISHWAR ENTERPRISES,Ambarnath,421501,Thane,MAHARASHTRA,,,2018-05-25,https://maharerait.maharashtra.gov.in/public/project/view/18931
P51700018466,RUBY ROOF MAKERS,RUBY ROOF MAKERS,Thane,400601,Thane,MAHARASHTRA,,,2018-11-02,https://maharerait.maharashtra.gov.in/public/project/view/18933
P51700016603,Dipti Sky City PHASE 2,Dipti Home Makers Pvt Ltd,Ambarnath,421501,Thane,MAHARASHTRA,,,2018-05-25,https://maharerait.maharashtra.gov.in/public/project/view/18939
P51700016741,Padmanabh,Yash Govinda Build Infra LLP,Thane,400602,Thane,MAHARASHTRA,,,2018-06-12,https://maharerait.maharashtra.gov.in/public/project/view/18940
P51700016810,SHREE MAHALAXMI HOMES,MAHALXMI FORTUNE,Ambarnath,421501,Thane,MAHARASHTRA,,,2018-06-12,https://maharerait.maharashtra.gov.in/public/project/view/18945
P51700016837,VARUN VILLA,MAHARASHTRA DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-06-18,https://maharerait.maharashtra.gov.in/public/project/view/18948
P51700016764,TULIP EMPIRE,TARAL MANUBHAI NAKRANI,Thane,400706,Thane,MAHARASHTRA,,,2023-01-24,https://maharerait.maharashtra.gov.in/public/project/view/18951
P51700016488,SILVER CREAST B WING,SHRIKRISHNA ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-05-18,https://maharerait.maharashtra.gov.in/public/project/view/18956
P51700016608,PAYAL PRIDE,MIT ENTERPRISES,Thane,400701,Thane,MAHARASHTRA,,,2018-05-25,https://maharerait.maharashtra.gov.in/public/project/view/18963
P51700016633,OZONE GALAXY,HALLMARK INFRA REALTY LLP,Bhiwandi,421302,Thane,MAHARASHTRA,,,2019-08-06,https://maharerait.maharashtra.gov.in/public/project/view/18966
P51700017179,OM TANISHQ RESIDENCY,M/S LAXMI REALTY,Kalyan,421301,Thane,MAHARASHTRA,,,2025-06-03,https://maharerait.maharashtra.gov.in/public/project/view/18971
P51700017507,KIYAAN RESIDENCY,SHREE NARAYAN ENTERPRISES,Thane,400612,Thane,MAHARASHTRA,,,2018-08-23,https://maharerait.maharashtra.gov.in/public/project/view/18981
P51700016602,TRINITY OASIS PHASE II,ANIL thakurdas kursija,Thane,400610,Thane,MAHARASHTRA,,,2018-05-25,https://maharerait.maharashtra.gov.in/public/project/view/18982
P51700016569,NAYAN APARTMENT,NANDA SANTOSH BHOIR,Kalyan,421301,Thane,MAHARASHTRA,,,2021-12-16,https://maharerait.maharashtra.gov.in/public/project/view/18988
P51700016665,SHUBHVASTU,MANOJ SAMBHAJI SAWANT,Thane,400601,Thane,MAHARASHTRA,,,2018-07-20,https://maharerait.maharashtra.gov.in/public/project/view/18991
P51700016617,HARI HEIGHTS,NASIM NIYAZ KHAN,Kalyan,421301,Thane,MAHARASHTRA,,,2018-05-25,https://maharerait.maharashtra.gov.in/public/project/view/18995
P51700016631,MOHANKHEDA GREENS,RAJESHKUMAR MOOLCHAND RUPAWAT,Kalyan,421301,Thane,MAHARASHTRA,,,2022-05-18,https://maharerait.maharashtra.gov.in/public/project/view/18996
P51700016624,SNEHAL PARADISE WING A,M/S KRISHNA DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2021-09-09,https://maharerait.maharashtra.gov.in/public/project/view/18999
P51700016621,SHISHODIA ARCADE PHASE II,JAGATVIRSINGH HARPALSINGH SHISHODIA,Kalyan,421301,Thane,MAHARASHTRA,,,2018-05-25,https://maharerait.maharashtra.gov.in/public/project/view/19004
P51700016961,"Lodha Amara - Tower 20, 21",MACROTECH DEVELOPERS LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2019-01-02,https://maharerait.maharashtra.gov.in/public/project/view/19011
P51700017557,COSMOS HORIZON PHASE II,Concorde Developers,Thane,400606,Thane,MAHARASHTRA,,,2018-08-28,https://maharerait.maharashtra.gov.in/public/project/view/19013
P51700016927,Apollo Retail,MACROTECH DEVELOPERS LIMITED,Thane,400608,Thane,MAHARASHTRA,,,2018-06-22,https://maharerait.maharashtra.gov.in/public/project/view/19016
P51700016708,SHAFIQUE KHATIMITI TOWER,RAMEEZ SHAHNAWAZ MAJEED,Kalyan,421301,Thane,MAHARASHTRA,,,2018-06-05,https://maharerait.maharashtra.gov.in/public/project/view/19021
P51700016919,PATELS PRAYOSHA - PRAMUKH SADAN,SAHAJANAND DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2023-01-30,https://maharerait.maharashtra.gov.in/public/project/view/19025
P51700017012,BLISS AVENUE,PRAKASH DWARAKADAS WADHAWA,Ambarnath,421505,Thane,MAHARASHTRA,,,2023-04-28,https://maharerait.maharashtra.gov.in/public/project/view/19026
P51700016792,CHAMUNDA SERENE,CHAMUNDA INFRASTRUCTURE LTD,Thane,400706,Thane,MAHARASHTRA,,,2019-02-11,https://maharerait.maharashtra.gov.in/public/project/view/19028
P51700016716,ELEMENTS,UMA REALTY,Thane,421204,Thane,MAHARASHTRA,,,2018-06-05,https://maharerait.maharashtra.gov.in/public/project/view/19031
P51700017461,Amrut Siddhi,Jayshree Builders,Kalyan,421605,Thane,MAHARASHTRA,,,2018-08-13,https://maharerait.maharashtra.gov.in/public/project/view/19032
P51700017026,Atlantic Jewels,AtlanticRealtors,Thane,400601,Thane,MAHARASHTRA,,,2018-07-19,https://maharerait.maharashtra.gov.in/public/project/view/19037
P51700017071,BANJARA HILLS SECTOR 7,SEEMA DEVELOPERS,Shahapur,421601,Thane,MAHARASHTRA,,,2018-07-11,https://maharerait.maharashtra.gov.in/public/project/view/19041
P51700017046,HIBISCUS HEIGHTS,MOHAN DINESH SINGH,Thane,401107,Thane,MAHARASHTRA,,,2018-07-04,https://maharerait.maharashtra.gov.in/public/project/view/19042
P51700017214,OLIVIA PRIME,SKYLINE BUILDPRO,Thane,400602,Thane,MAHARASHTRA,,,2022-06-06,https://maharerait.maharashtra.gov.in/public/project/view/19047
P51700016784,VIMAL SHREE,RITESH RAMESH JAIN,Thane,401105,Thane,MAHARASHTRA,,,2018-06-12,https://maharerait.maharashtra.gov.in/public/project/view/19049
P51700016878,Ramrajya - Neptune Udaan B,Neptune Developers Limited,Kalyan,421102,Thane,MAHARASHTRA,,,2018-06-20,https://maharerait.maharashtra.gov.in/public/project/view/19050
P51700016825,Ramrajya - Neptune Udaan C,Neptune Developers Limited,Kalyan,421102,Thane,MAHARASHTRA,,,2018-06-18,https://maharerait.maharashtra.gov.in/public/project/view/19051
P51700016870,SAISHIV COMPLEX,SAISHIV CONSTRUCTION,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-06-20,https://maharerait.maharashtra.gov.in/public/project/view/19053
P51700016882,Ramrajya - Neptune Udaan D,Neptune Developers Limited,Kalyan,421102,Thane,MAHARASHTRA,,,2018-06-20,https://maharerait.maharashtra.gov.in/public/project/view/19054
P51700016820,Constructing EWS and LIG Tenements under PMAY on S No 86 95 and 133 at Shirdhon Tal Kalyan DistThane,MAHARASHTRA HOUSING AND AREA DEVELOPMENT AUTHORITY,Kalyan,421204,Thane,MAHARASHTRA,,,2022-11-21,https://maharerait.maharashtra.gov.in/public/project/view/19055
P51700016818,Ramrajya - Neptune Udaan E,Neptune Developers Limited,Kalyan,421102,Thane,MAHARASHTRA,,,2018-06-18,https://maharerait.maharashtra.gov.in/public/project/view/19059
P51700016831,SURVEY NO 162 VILLAGE KHONI TAL KALYAN,MAHARASHTRA HOUSING AND AREA DEVELOPMENT AUTHORITY,Kalyan,421301,Thane,MAHARASHTRA,,,2023-02-01,https://maharerait.maharashtra.gov.in/public/project/view/19062
P51700016800,AUDUMBER SERENITY,SHRISAIBABA CONSTRUCTION CO,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-06-12,https://maharerait.maharashtra.gov.in/public/project/view/19063
P51700016785,SAI PALACE,PRAVIN NARASI MANANI,Thane,400709,Thane,MAHARASHTRA,,,2018-06-12,https://maharerait.maharashtra.gov.in/public/project/view/19064
P51700017358,shree nidhi heights,SHREE NIDHI DEVELOPERS,Thane,401107,Thane,MAHARASHTRA,,,2018-08-07,https://maharerait.maharashtra.gov.in/public/project/view/19065
P51700016819,SHIVAM HILLS,M.K.REALTORS,Ambarnath,421503,Thane,MAHARASHTRA,,,2018-06-18,https://maharerait.maharashtra.gov.in/public/project/view/19066
P51700016924,N G VALENCIA PHASE II,RNA Builders (NG),Thane,401107,Thane,MAHARASHTRA,,,2021-09-09,https://maharerait.maharashtra.gov.in/public/project/view/19067
P51700016947,Mangeshi City III,Mangesh Dashrath Gaikar,Kalyan,421301,Thane,MAHARASHTRA,,,2019-06-05,https://maharerait.maharashtra.gov.in/public/project/view/19068
P51700016875,Ramrajya - Neptune Jal Tarang C,Neptune Developers Limited,Kalyan,421102,Thane,MAHARASHTRA,,,2018-06-20,https://maharerait.maharashtra.gov.in/public/project/view/19071
P51700016920,Ramrajya - Neptune Jal Tarang D,Neptune Developers Limited,Kalyan,421102,Thane,MAHARASHTRA,,,2018-06-22,https://maharerait.maharashtra.gov.in/public/project/view/19072
