rera_no,project_name,promoter,location,pincode,district,state,lat,lng,last_modified,details_url
P51700051410,Metro Luxuria,NIVARA ENGINEERS,Kalyan,421201,Thane,MAHARASHTRA,,,2026-09-07,https://maharerait.maharashtra.gov.in/public/project/view/44667
P51700051222,PATELS INFINIA,R CITY DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2024-02-26,https://maharerait.maharashtra.gov.in/public/project/view/44671
P51700052301,COSMOS ENCLAVE BLDG-JASMINE,MONARCH DEVELOPERS,Thane,400615,Thane,MAHARASHTRA,,,2023-08-09,https://maharerait.maharashtra.gov.in/public/project/view/44672
P51700051477,SAROSH COMPLEX,SAROSH IMRAN KOHARI,Murbad,421401,Thane,MAHARASHTRA,,,2023-06-23,https://maharerait.maharashtra.gov.in/public/project/view/44677
P51700051991,SHIVNERI PARK CO OP HSG SOC LTD,SHREE SWASTIK CONSTRUCTIONS,Kalyan,421301,Thane,MAHARASHTRA,,,2023-07-13,https://maharerait.maharashtra.gov.in/public/project/view/44679
P51700052135,Mahalaxmi Ashish Co.Op. Housing Society Ltd.,VPM Developers,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-07-24,https://maharerait.maharashtra.gov.in/public/project/view/44680
P51700051350,Mellennium Dreams,Mellennium Dreams,Kalyan,421202,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/44682
P51700051405,Sai Ganesh Co-Operative Housing Society Ltd,Shree Vyankatesh Enterprises,Kalyan,421202,Thane,MAHARASHTRA,,,2023-06-08,https://maharerait.maharashtra.gov.in/public/project/view/44689
P51700051406,NAV ASHOKVAN COOPERATIVE HOUSING SOCIETY LTD,GAGAN DEVELOPERS AND ENGINEERS,Kalyan,421301,Thane,MAHARASHTRA,,,2023-06-30,https://maharerait.maharashtra.gov.in/public/project/view/44691
P51700051918,Sohum Heights,M/S SOHUM ENTERPRISES,Kalyan,421203,Thane,MAHARASHTRA,,,2025-01-29,https://maharerait.maharashtra.gov.in/public/project/view/44696
P51700051400,GANESH DARSHAN,ARUN BALU PATIL,Kalyan,421103,Thane,MAHARASHTRA,,,2023-06-08,https://maharerait.maharashtra.gov.in/public/project/view/44700
P51700052369,AVENUE,BUILDBRICK BUILDERS AND DEVELOPERS,Thane,400612,Thane,MAHARASHTRA,,,2023-08-21,https://maharerait.maharashtra.gov.in/public/project/view/44702
P51700051594,Al- Maqaam,Eminent Constructions,Thane,400612,Thane,MAHARASHTRA,,,2023-06-27,https://maharerait.maharashtra.gov.in/public/project/view/44704
P51700051285,SAI DEEP RESIDENCY,KISHOR RATAN CHAUDHARY,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-08-12,https://maharerait.maharashtra.gov.in/public/project/view/44707
P51700051941,Heramb Aarambha - Phase 2,HERAMB ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2025-08-21,https://maharerait.maharashtra.gov.in/public/project/view/44710
P51700051881,Mangalmurti Empire,Shivam Universal,Kalyan,421202,Thane,MAHARASHTRA,,,2023-07-07,https://maharerait.maharashtra.gov.in/public/project/view/44712
P51700052200,PUSHPA ENCLAVE,TIRUPATI DEVELOPERS,Thane,401107,Thane,MAHARASHTRA,,,2023-07-31,https://maharerait.maharashtra.gov.in/public/project/view/44716
P51700051520,Gami Ved,AMBALAL BHANJI GAMI,Thane,400706,Thane,MAHARASHTRA,,,2025-01-02,https://maharerait.maharashtra.gov.in/public/project/view/44721
P51700051441,ATLANTA CROWN,ATLANTA CONSTRUCTION,Ulhasnagar,421003,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/44722
P51700052794,Haware My First Home Shil Phata Phase 1 Bldg 1,Haware Properties LLP,Thane,410203,Thane,MAHARASHTRA,,,2024-12-20,https://maharerait.maharashtra.gov.in/public/project/view/44724
P51700053825,Haware My First Home Shil Phata Phase 1 Bldg 2,Haware Properties LLP,Thane,410203,Thane,MAHARASHTRA,,,2023-12-01,https://maharerait.maharashtra.gov.in/public/project/view/44725
P51700053020,OMKAR AVENUE,OMKAR REALTORS,Shahapur,421601,Thane,MAHARASHTRA,,,2023-10-10,https://maharerait.maharashtra.gov.in/public/project/view/44726
P51700051841,BORGAONKAR ELEGANCE,BORGAONKAR INFRA,Kalyan,421301,Thane,MAHARASHTRA,,,2023-08-22,https://maharerait.maharashtra.gov.in/public/project/view/44730
P51700051133,NAZIR HEIGHTS,A M CONSTRUCTIONS,Bhiwandi,421302,Thane,MAHARASHTRA,,,2023-05-30,https://maharerait.maharashtra.gov.in/public/project/view/44734
P51700051273,Plan I,M/S. Tescon Plan-I LLP,Thane,400706,Thane,MAHARASHTRA,,,2023-06-08,https://maharerait.maharashtra.gov.in/public/project/view/44736
P51700052841,SHREEJI CLOUD,SHREEJI LIFESPACES INFRASTRUCTURE,Thane,410206,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/44742
P51700051593,VISHWAJEET PRIME,GULABRAO BABURAO KARANJULE PATIL,Ambarnath,421501,Thane,MAHARASHTRA,,,2024-02-04,https://maharerait.maharashtra.gov.in/public/project/view/44744
P51700052218,MOHANKHEDA GARDENS,MOHANKHEDA HERITAGE,Kalyan,421102,Thane,MAHARASHTRA,,,2026-02-26,https://maharerait.maharashtra.gov.in/public/project/view/44745
P51700052396,WAMAN HEIGHTS C WING,R V ENTERPRISE,Kalyan,421202,Thane,MAHARASHTRA,,,2023-08-21,https://maharerait.maharashtra.gov.in/public/project/view/44747
P51700051459,SHREE ATHARV,ATHARV ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-06-23,https://maharerait.maharashtra.gov.in/public/project/view/44748
P51700054070,SARVODAY DATT,SARVODAY COMBINE,Kalyan,421301,Thane,MAHARASHTRA,,,2025-06-30,https://maharerait.maharashtra.gov.in/public/project/view/44752
P51700051703,ROYAL PALM,Buildcon Enterprises,Shahapur,421601,Thane,MAHARASHTRA,,,2023-06-27,https://maharerait.maharashtra.gov.in/public/project/view/44753
P51700051627,GANGA RESIDENCY,MR RAVI YALLAPPA VHATKAR,Ulhasnagar,421004,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/44755
P51700054117,Visava,M/s Rudrik Developers,Shahapur,421601,Thane,MAHARASHTRA,,,2026-09-21,https://maharerait.maharashtra.gov.in/public/project/view/44769
P51700051856,Aparna Co-operative Housing Society Limited,Rachana Enterprises,Kalyan,421202,Thane,MAHARASHTRA,,,2025-01-16,https://maharerait.maharashtra.gov.in/public/project/view/44771
P51700051270,VINU ICCHAPURTI APARTMENT,ATHARVA CONSTRUCTIONS,Thane,400601,Thane,MAHARASHTRA,,,2023-06-08,https://maharerait.maharashtra.gov.in/public/project/view/44772
P51700051631,SWAMI SWARUP,SWAMINI INFRA PRIVATE LIMITED,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-06-27,https://maharerait.maharashtra.gov.in/public/project/view/44773
P51700051875,MEDHEKAR HEIGHTS,SOMESHWARNATH DEVELOPERS,Kalyan,421306,Thane,MAHARASHTRA,,,2026-08-19,https://maharerait.maharashtra.gov.in/public/project/view/44774
P51700051455,Shivam Heritage,M K ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2025-05-29,https://maharerait.maharashtra.gov.in/public/project/view/44775
P51700051574,Dreams Empire,Dream Infra,Thane,400602,Thane,MAHARASHTRA,,,2023-06-27,https://maharerait.maharashtra.gov.in/public/project/view/44786
P51700052635,RAUNAK IMPERIAL,RAUNAK AVENUE REALTY,Thane,400610,Thane,MAHARASHTRA,,,2026-06-08,https://maharerait.maharashtra.gov.in/public/project/view/44788
P51700051840,SAI MEHER RESIDENCY,GOKULDHAM BUILDERS & DEVELOPERS,Ulhasnagar,421003,Thane,MAHARASHTRA,,,2023-07-07,https://maharerait.maharashtra.gov.in/public/project/view/44792
P51700051727,KRISHNA HEIGHTS,MIT INFRA,Thane,400701,Thane,MAHARASHTRA,,,2023-06-27,https://maharerait.maharashtra.gov.in/public/project/view/44793
P51700052148,SAI ARCADE,GANESH DEVELOPERS,Kalyan,421306,Thane,MAHARASHTRA,,,2023-07-24,https://maharerait.maharashtra.gov.in/public/project/view/44796
P51700052121,"Balaji Sarvoday - A Wing, B Wing and E Wing",Shree Balaji Realty,Kalyan,421201,Thane,MAHARASHTRA,,,2025-01-30,https://maharerait.maharashtra.gov.in/public/project/view/44800
P51700051572,RATNASAGAR CHS LTD,Shubh Associates,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-06-27,https://maharerait.maharashtra.gov.in/public/project/view/44807
P51700052831,Gami Industrial Park - C Building,Golden Falcon Pacific Ltd,Thane,400705,Thane,MAHARASHTRA,,,2023-10-05,https://maharerait.maharashtra.gov.in/public/project/view/44810
P51700051526,RUGI COLONIA,P P CORPORATION,Ambarnath,421503,Thane,MAHARASHTRA,,,2025-03-05,https://maharerait.maharashtra.gov.in/public/project/view/44812
P51700051937,GLOBAL HEIGHTS,GLOBAL BUILDERS AND DEVELOPERS,Ulhasnagar,421003,Thane,MAHARASHTRA,,,2026-08-31,https://maharerait.maharashtra.gov.in/public/project/view/44817
P51700051963,SOHAM RESIDENCY,SOHAM CONSTRUCTION,Ulhasnagar,421005,Thane,MAHARASHTRA,,,2023-07-13,https://maharerait.maharashtra.gov.in/public/project/view/44824
P51700051534,AUDUMBER CROWN,AUDUMBER BUILDERS & DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2025-04-08,https://maharerait.maharashtra.gov.in/public/project/view/44826
P51700052267,SHREE GANESH C.H.S.L.,PRAKASH DNYANDEV WANKHEDE,Ambarnath,421501,Thane,MAHARASHTRA,,,2023-08-09,https://maharerait.maharashtra.gov.in/public/project/view/44827
P51700053912,HAROLD CO-OP HOUSING SOCIETY,STONECRAFTERS,Kalyan,421301,Thane,MAHARASHTRA,,,2023-12-11,https://maharerait.maharashtra.gov.in/public/project/view/44829
P51700051938,CHAITRABAN SKYLINE,M/S SKYLINE INFRA,Thane,400602,Thane,MAHARASHTRA,,,2023-07-13,https://maharerait.maharashtra.gov.in/public/project/view/44833
P51700053838,Crystal Retreat Phase 1,Ajay & Sanjay Maheshwari,Murbad,421401,Thane,MAHARASHTRA,,,2023-12-01,https://maharerait.maharashtra.gov.in/public/project/view/44835
P51700052620,MID-TOWN,SIDDHIVINAYAK GROUP NX,Ambarnath,421506,Thane,MAHARASHTRA,,,2025-02-06,https://maharerait.maharashtra.gov.in/public/project/view/44837
P51700053728,SAI KRUPA APARTMENT,BHIMRAJ GANPAT MORE,Murbad,421401,Thane,MAHARASHTRA,,,2023-11-28,https://maharerait.maharashtra.gov.in/public/project/view/44838
P51700051424,VISHWAJEET PRECIOUS PHASE IV,ABHIJEET CONSTRUCTION,Kalyan,421103,Thane,MAHARASHTRA,,,2025-07-05,https://maharerait.maharashtra.gov.in/public/project/view/44840
P51700052093,SHREEJI LANDMARK PHASE I,SHREEJI BUILDCON,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-07-24,https://maharerait.maharashtra.gov.in/public/project/view/44847
P51700051381,Thanekar Palacio Phase II,Thanekar Construction LLP,Ambarnath,421503,Thane,MAHARASHTRA,,,2024-01-24,https://maharerait.maharashtra.gov.in/public/project/view/44848
P51700052542,KAUSHALYA HEIGHTS,BALAJI ENTERPRISES,Kalyan,421301,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/44850
P51700052002,SAI PARK,SAI SATYAM REALTY LLP,Kalyan,421301,Thane,MAHARASHTRA,,,2024-04-22,https://maharerait.maharashtra.gov.in/public/project/view/44858
P51700052714,SAI HEAVEN,MORYA ENTERPRISES,Kalyan,421302,Thane,MAHARASHTRA,,,2026-03-09,https://maharerait.maharashtra.gov.in/public/project/view/44860
P51700053982,PATELS HORIZON,PARAMYOGI DEVELOPERS LLP,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-12-18,https://maharerait.maharashtra.gov.in/public/project/view/44866
P51700052179,Kohinoor Eden B6,KGI REALTY PRIVATE LIMITED,Ambarnath,421306,Thane,MAHARASHTRA,,,2023-07-27,https://maharerait.maharashtra.gov.in/public/project/view/44867
P51700055074,Mangalmurti Paradise,Shubham Construction,Kalyan,421201,Thane,MAHARASHTRA,,,2024-02-29,https://maharerait.maharashtra.gov.in/public/project/view/44871
P51700053743,KULSWAMINI AVENUE,KULSWAMINI BUILDERS AND DEVELOPERS,Kalyan,421306,Thane,MAHARASHTRA,,,2025-12-28,https://maharerait.maharashtra.gov.in/public/project/view/44872
P51700051622,SIDDHIVINAYAK RESIDENCY,REEVA REALITY DEVELOPERS,Kalyan,421605,Thane,MAHARASHTRA,,,2025-03-04,https://maharerait.maharashtra.gov.in/public/project/view/44874
P51700055474,DEVI HILLS,SAI RAM DEVELOPERS,Ulhasnagar,421005,Thane,MAHARASHTRA,,,2024-04-02,https://maharerait.maharashtra.gov.in/public/project/view/44881
P51700052579,Vastu Imperia,Vastu Builders and Developers,Ambarnath,421503,Thane,MAHARASHTRA,,,2025-01-23,https://maharerait.maharashtra.gov.in/public/project/view/44883
P51700052622,NEELKANTH DEEP CHS,M.S ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-09-12,https://maharerait.maharashtra.gov.in/public/project/view/44894
P51700051807,SAI ENCLAVE,SAI SAMARTH CONSTRUCTION,Kalyan,421306,Thane,MAHARASHTRA,,,2024-12-19,https://maharerait.maharashtra.gov.in/public/project/view/44902
P51700052930,Gami Erica,Lal Gebi Infra Co.,Thane,400614,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/44903
P51700051646,RAJGAD GALAXY,Shri Sai Associates,Ulhasnagar,421003,Thane,MAHARASHTRA,,,2023-06-27,https://maharerait.maharashtra.gov.in/public/project/view/44910
P51700051555,Bhumi Imperial,Bhumi Urban Lifespaces LLP,Bhiwandi,421032,Thane,MAHARASHTRA,,,2026-09-11,https://maharerait.maharashtra.gov.in/public/project/view/44912
P51700053040,Alankapuri,Ashish Waman Gole,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-10-10,https://maharerait.maharashtra.gov.in/public/project/view/44916
P51700051586,GARDEN COURT-D WING,RITU DEVELOPERS,Thane,401101,Thane,MAHARASHTRA,,,2023-06-27,https://maharerait.maharashtra.gov.in/public/project/view/44917
P51700052473,SAI PARADISE,SAI ENTERPRISES,Kalyan,421306,Thane,MAHARASHTRA,,,2023-09-08,https://maharerait.maharashtra.gov.in/public/project/view/44920
P51700052696,COLOSSAL,GANESH HARISHCHANDRA DHONE,Kalyan,421306,Thane,MAHARASHTRA,,,2026-08-19,https://maharerait.maharashtra.gov.in/public/project/view/44928
P51700051635,VATSALYA DEEP CO.OP.HO.SO.LTD,NEELPADMA INFRA,Kalyan,421201,Thane,MAHARASHTRA,,,2023-06-27,https://maharerait.maharashtra.gov.in/public/project/view/44931
P51700051657,SRI PARKVIEW,Sri Lifespace,Kalyan,421301,Thane,MAHARASHTRA,,,2025-08-15,https://maharerait.maharashtra.gov.in/public/project/view/44935
P51700053140,Om Sai Imperial Tower II,S.K.Khambalkar Builders & Developers,Shahapur,421601,Thane,MAHARASHTRA,,,2023-10-17,https://maharerait.maharashtra.gov.in/public/project/view/44936
P51700052156,VRINDAVAN HOMES,SHREE PRABHAT DEVELOPER,Kalyan,421306,Thane,MAHARASHTRA,,,2023-07-24,https://maharerait.maharashtra.gov.in/public/project/view/44939
P51700051908,SURYA HERITAGE A,ARUN CONSTRUCTION CO,Thane,401105,Thane,MAHARASHTRA,,,2023-07-12,https://maharerait.maharashtra.gov.in/public/project/view/44943
P51700052057,SIDDHIVINAYAK ENCLAVE,SIDDHI DEVELOPERS,Thane,401105,Thane,MAHARASHTRA,,,2023-12-11,https://maharerait.maharashtra.gov.in/public/project/view/44951
P51700052258,Larkins 315 Rio - B,M/S PUSHPAK DEVELOPERS,Thane,400602,Thane,MAHARASHTRA,,,2023-08-02,https://maharerait.maharashtra.gov.in/public/project/view/44960
P51700053070,AVIGHNA KRUPA,AVIGHNA DEVELOPERS,Kalyan,421201,Thane,MAHARASHTRA,,,2023-10-12,https://maharerait.maharashtra.gov.in/public/project/view/44961
P51700051567,KRISHNA CROWN,SHREE KRISHNA REALITY,Shahapur,421601,Thane,MAHARASHTRA,,,2025-07-01,https://maharerait.maharashtra.gov.in/public/project/view/44962
P51700052943,Panvelkar Empire,Om Sai Shraddha Developers,Ambarnath,421501,Thane,MAHARASHTRA,,,2023-10-05,https://maharerait.maharashtra.gov.in/public/project/view/44964
P51700054556,OM SAI AVENUE,D A CONSTRUCTION,Ambarnath,421501,Thane,MAHARASHTRA,,,2024-01-31,https://maharerait.maharashtra.gov.in/public/project/view/44965
P51700052066,SAHAJANAND CO. OP. HSG.SOC. LTD.,N K ASSOCIATES,Kalyan,421202,Thane,MAHARASHTRA,,,2023-11-09,https://maharerait.maharashtra.gov.in/public/project/view/44967
P51700056071,Zayana Resort Residences,Tilak construction co,Shahapur,421601,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/44974
P51700053059,NEELKANTH HEIGHTS CHS,SHREE NEELKANTH DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-19,https://maharerait.maharashtra.gov.in/public/project/view/44975
P51700052497,Akshata Co-operative Housing Society Limited,Sanjiv Surendra Tamhane,Kalyan,421201,Thane,MAHARASHTRA,,,2023-09-08,https://maharerait.maharashtra.gov.in/public/project/view/44978
P51700054486,Om Dutta Deep Co. Op HSG,Shree Samarth Enterprises,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/44981
P51700055084,TULSI RAMJI APARTMENT,SWAPNIL NARAYAN PISE,Ulhasnagar,421005,Thane,MAHARASHTRA,,,2024-02-29,https://maharerait.maharashtra.gov.in/public/project/view/44987
P51700051917,SAI SHARADA CHS LTD,M SQUARE DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-07-13,https://maharerait.maharashtra.gov.in/public/project/view/44989
P51700051985,GLOBE COMPASS,GLOBE UNITED,Kalyan,421203,Thane,MAHARASHTRA,,,2024-10-01,https://maharerait.maharashtra.gov.in/public/project/view/44993
P51700052609,MAA BHAWANI EMPIRE,MAA BHAWANI CONSTRUCTION,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-09-11,https://maharerait.maharashtra.gov.in/public/project/view/44995
P51700051834,JANAKI PARASHRAM APARTMENT,PRAKASH PADMAKAR LELE,Kalyan,421301,Thane,MAHARASHTRA,,,2025-06-17,https://maharerait.maharashtra.gov.in/public/project/view/44998
P51700052085,Krishna Empire,Tirumala Developers,Kalyan,421306,Thane,MAHARASHTRA,,,2026-08-21,https://maharerait.maharashtra.gov.in/public/project/view/44999
P51700053215,AL BALAD RESIDENCY,UNITY INFRA,Thane,400612,Thane,MAHARASHTRA,,,2023-10-23,https://maharerait.maharashtra.gov.in/public/project/view/45001
P51700052193,HEENA ASHISH,BUILT CHARMS CORPORATION,Kalyan,421301,Thane,MAHARASHTRA,,,2026-09-03,https://maharerait.maharashtra.gov.in/public/project/view/45009
P51700051779,Emerald Pacific,APR Realty,Kalyan,421201,Thane,MAHARASHTRA,,,2025-01-15,https://maharerait.maharashtra.gov.in/public/project/view/45011
P51700052074,SAI SAGAR RESIDENCY,OM SAI CONSTRUCTION,Kalyan,421306,Thane,MAHARASHTRA,,,2023-10-09,https://maharerait.maharashtra.gov.in/public/project/view/45016
P51700052294,K D HERMITAGE BUILDING NO 1,KOTHARI CREATION,Thane,401107,Thane,MAHARASHTRA,,,2023-08-09,https://maharerait.maharashtra.gov.in/public/project/view/45018
P51700051956,Tulip,LODHA DEVELOPERS LIMITED,Kalyan,421204,Thane,MAHARASHTRA,,,2023-07-13,https://maharerait.maharashtra.gov.in/public/project/view/45022
P51700051894,SONAL PARADISE,SHUBH GROUP,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-07-07,https://maharerait.maharashtra.gov.in/public/project/view/45023
P51700053342,Vaishnavi Garden,Vaishnavi Infra Developers,Ambarnath,421202,Thane,MAHARASHTRA,,,2023-10-27,https://maharerait.maharashtra.gov.in/public/project/view/45030
P51700054134,Sitabai Apartment,Dosti Construction,Shahapur,421601,Thane,MAHARASHTRA,,,2023-12-29,https://maharerait.maharashtra.gov.in/public/project/view/45033
P51700052162,ROYAL PALM PHASE - 1,SIDDHI DEVELOPERS,Shahapur,421601,Thane,MAHARASHTRA,,,2023-07-27,https://maharerait.maharashtra.gov.in/public/project/view/45034
P51700052021,NARMADA MOHAN ATLANTIS,K.M.DEVELOPERS,Thane,401101,Thane,MAHARASHTRA,,,2023-07-19,https://maharerait.maharashtra.gov.in/public/project/view/45037
P51700053044,CENTURY TWO,CITY INFRA,Thane,400701,Thane,MAHARASHTRA,,,2024-07-01,https://maharerait.maharashtra.gov.in/public/project/view/45038
P51700052697,SHARDA ROYCE,SHARDA HOMES,Ulhasnagar,421003,Thane,MAHARASHTRA,,,2023-10-18,https://maharerait.maharashtra.gov.in/public/project/view/45040
P51700052762,Shubh Vastu Phase III,SHUBH HOMES,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-14,https://maharerait.maharashtra.gov.in/public/project/view/45042
P51700051868,MAPLEWOODS PHASE II,M/S BKS Galaxy Realtors LLP,Thane,400708,Thane,MAHARASHTRA,,,2024-10-02,https://maharerait.maharashtra.gov.in/public/project/view/45044
P51700052426,The Capital,Emperia Lifespace,Thane,400706,Thane,MAHARASHTRA,,,2023-08-25,https://maharerait.maharashtra.gov.in/public/project/view/45045
P51700052375,SHREEJI ANGARIKA,SIDDHIVINAYAK DEVELOPERS,Thane,401105,Thane,MAHARASHTRA,,,2026-08-31,https://maharerait.maharashtra.gov.in/public/project/view/45046
P51700052421,Fiora J,LODHA DEVELOPERS LIMITED,Kalyan,421203,Thane,MAHARASHTRA,,,2026-07-06,https://maharerait.maharashtra.gov.in/public/project/view/45047
P51700051960,CROSS WIND,VG INFRA,Kalyan,421301,Thane,MAHARASHTRA,,,2026-07-09,https://maharerait.maharashtra.gov.in/public/project/view/45048
P51700053286,VENKATESHWARA HEIGHTS,SHREE VENKATESHWARA DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/45056
P51700053225,Anand Homes- Phase 2,M/s. MORYA GROUP,Kalyan,421605,Thane,MAHARASHTRA,,,2025-02-26,https://maharerait.maharashtra.gov.in/public/project/view/45058
P51700054354,MAHAVIR MARVEL,MAHESH HARDAS MAKHIJA (HUF),Ulhasnagar,421004,Thane,MAHARASHTRA,,,2024-01-15,https://maharerait.maharashtra.gov.in/public/project/view/45064
P51700052519,GURUDEV ORCHID,GURUDEV DEVELOPERS,Kalyan,421103,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/45065
P51700051857,BayLeaf Residences by Mayuresh,Mayuresh Real Estate & Management PVT.LTD.,Thane,400614,Thane,MAHARASHTRA,,,2026-08-14,https://maharerait.maharashtra.gov.in/public/project/view/45066
P51700052514,SARNOBAT RESIDENCY,BUDHARAM GANPAT SARNOBAT,Kalyan,421605,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/45073
P51700053418,PLATINUM WILLOWS,PLATINUM WILLOWS,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/45077
P51700052948,OM SAI ONE PARK,INFINI DEVELOPERS,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-08-22,https://maharerait.maharashtra.gov.in/public/project/view/45078
P51700052442,Ten X Vibes,Raymond Limited,Thane,400606,Thane,MAHARASHTRA,,,2023-08-25,https://maharerait.maharashtra.gov.in/public/project/view/45079
P51700053076,S.I. ARCADE,SALMAN IQBAL AHMED MOMIN,Bhiwandi,421302,Thane,MAHARASHTRA,,,2023-10-12,https://maharerait.maharashtra.gov.in/public/project/view/45081
P51700052891,Daisy Gardens Building No.13,ANKITA BUILDERS,Ambarnath,421505,Thane,MAHARASHTRA,,,2026-08-21,https://maharerait.maharashtra.gov.in/public/project/view/45082
P51700053583,SHIVKALP,SHIV ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-11-10,https://maharerait.maharashtra.gov.in/public/project/view/45084
P51700052478,Om Moreshwar,M/s Samruddhi Builders & Developers,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-09-08,https://maharerait.maharashtra.gov.in/public/project/view/45089
P51700054699,SHREE OM SHIVSHAKTI,RAI RESIDENCY Private Limited,Kalyan,421306,Thane,MAHARASHTRA,,,2024-02-06,https://maharerait.maharashtra.gov.in/public/project/view/45090
P51700052410,jewel vistaz,Jewel Builders and Infraprojects Ltd,Ambarnath,421306,Thane,MAHARASHTRA,,,2025-08-16,https://maharerait.maharashtra.gov.in/public/project/view/45091
P51700053155,Pallavi Palace,Jeevan Tukaram Joshi,Kalyan,421201,Thane,MAHARASHTRA,,,2023-10-17,https://maharerait.maharashtra.gov.in/public/project/view/45093
P51700052243,Olivia Tower -B,LODHA DEVELOPERS LIMITED,Kalyan,421204,Thane,MAHARASHTRA,,,2023-08-02,https://maharerait.maharashtra.gov.in/public/project/view/45099
P51700052743,PRATHMESH VRINDAVAN F WING,S. P. GROUP,Ambarnath,421503,Thane,MAHARASHTRA,,,2025-07-14,https://maharerait.maharashtra.gov.in/public/project/view/45100
P51700054127,GREEN SQUARE BLDG. NO 2B,SQUAREFEET ENTERPRISES,Thane,400607,Thane,MAHARASHTRA,,,2023-12-29,https://maharerait.maharashtra.gov.in/public/project/view/45101
P51700053106,Iflex Spaces,RNV Developers Private Limited,Bhiwandi,421308,Thane,MAHARASHTRA,,,2024-02-23,https://maharerait.maharashtra.gov.in/public/project/view/45102
P51700052362,PRESTIGE GOLD,SHREE DURGA ENTERPRISES,Kalyan,421301,Thane,MAHARASHTRA,,,2023-08-21,https://maharerait.maharashtra.gov.in/public/project/view/45106
P51700052461,MARATHON NEXWORLD FLORA,Sunset Spaces Pvt. Ltd.,Thane,400612,Thane,MAHARASHTRA,,,2024-07-25,https://maharerait.maharashtra.gov.in/public/project/view/45107
P51700052092,SUDARSHAN CO-OP. HSG. SOC. LTD.,Gayatri Foundation,Kalyan,421201,Thane,MAHARASHTRA,,,2023-07-24,https://maharerait.maharashtra.gov.in/public/project/view/45109
P51700052745,Om Square,Buildtech Ventures Realty,Bhiwandi,421302,Thane,MAHARASHTRA,,,2023-09-22,https://maharerait.maharashtra.gov.in/public/project/view/45115
P51700053154,Shrihari Chandan Apartment,ABHISHEK SHELTERS LIMITED,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-10-17,https://maharerait.maharashtra.gov.in/public/project/view/45119
P51700054058,KASTURI PARADISE,KASTUTI DEVELOPERS,Shahapur,421601,Thane,MAHARASHTRA,,,2023-12-27,https://maharerait.maharashtra.gov.in/public/project/view/45122
P51700052604,OM SHIV ANGAN CHS,RITU BUILDERS AND DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-09-11,https://maharerait.maharashtra.gov.in/public/project/view/45124
P51700052798,Tulip Heights,OM SAI DEVELOPERS,Kalyan,421306,Thane,MAHARASHTRA,,,2025-11-17,https://maharerait.maharashtra.gov.in/public/project/view/45128
P51700052333,Belvedere H,LODHA DEVELOPERS LIMITED,Kalyan,421203,Thane,MAHARASHTRA,,,2026-04-01,https://maharerait.maharashtra.gov.in/public/project/view/45129
